Time_s,Sensor_negDegPLA,Sensor_negDegTPU,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
7747.9589706,77.8351640625,NaN,NaN,NaN,NaN,NaN
7766.038373,77.8971484375,NaN,NaN,NaN,NaN,NaN
7783,NaN,NaN,28.181,28.022,37.325,30
7802.19710546,78.02359375,NaN,NaN,NaN,NaN,NaN
7819.11254628,NaN,115.7245703125,NaN,NaN,NaN,NaN
7837.19167908,NaN,115.7686015625,NaN,NaN,NaN,NaN
7853.8526132,78.1695,NaN,NaN,NaN,NaN,NaN
7871.93201326,78.2176484375,NaN,NaN,NaN,NaN,NaN
7890,NaN,NaN,28.604,28.617,35.234,30
7905.50806894,78.30625,NaN,NaN,NaN,NaN,NaN
7925.00450518,NaN,115.899328125,NaN,NaN,NaN,NaN
7941.66692512,78.4073359375,NaN,NaN,NaN,NaN,NaN
7959.7463319,78.4539453125,NaN,NaN,NaN,NaN,NaN
7976.6591247,NaN,116.1188359375,NaN,NaN,NaN,NaN
7994.73824324,NaN,116.1885625,NaN,NaN,NaN,NaN
8012.81732502,NaN,116.2152578125,NaN,NaN,NaN,NaN
8029.481179,78.6494609375,NaN,NaN,NaN,NaN,NaN
8048.97554746,NaN,116.40009375,NaN,NaN,NaN,NaN
8065.64001366,78.7729453125,NaN,NaN,NaN,NaN,NaN
8083,NaN,NaN,29.637,29.689,31.133,30
8100,NaN,NaN,29.74,29.783,30.953,30
8118.70929232,NaN,116.64878125,NaN,NaN,NaN,NaN
8135.37493008,79.0138359375,NaN,NaN,NaN,NaN,NaN
8152.2848054,NaN,116.758796875,NaN,NaN,NaN,NaN
8171.53378386,79.1308515625,NaN,NaN,NaN,NaN,NaN
8188.44303344,NaN,116.8739140625,NaN,NaN,NaN,NaN
8205.10982366,79.2618515625,NaN,NaN,NaN,NaN,NaN
8223,NaN,NaN,30.45,30.467,30.424,30
8241.26866178,79.4018359375,NaN,NaN,NaN,NaN,NaN
8259,NaN,NaN,30.653,30.661,30.286,30
8274.84473492,79.5283046875,NaN,NaN,NaN,NaN,NaN
8294,NaN,NaN,30.859,30.861,30.162,30
8311.00351098,79.6809921875,NaN,NaN,NaN,NaN,NaN
8329.0829454,79.746765625,NaN,NaN,NaN,NaN,NaN
8345.98959702,NaN,117.662,NaN,NaN,NaN,NaN
8365.24178622,79.9033828125,NaN,NaN,NaN,NaN,NaN
8382.14787176,NaN,117.89575,NaN,NaN,NaN,NaN
8398.8178442,80.0515078125,NaN,NaN,NaN,NaN,NaN
8417,NaN,NaN,31.54,31.544,30.098,30
8434.97656846,80.19609375,NaN,NaN,NaN,NaN,NaN
8451.88172848,NaN,118.3130234375,NaN,NaN,NaN,NaN
8469,NaN,NaN,31.814,31.828,29.989,30
8488.03997458,NaN,118.46675,NaN,NaN,NaN,NaN
8504.71139994,80.5150859375,NaN,NaN,NaN,NaN,NaN
8522.79080394,80.605125,NaN,NaN,NaN,NaN,NaN
8540.87020702,80.6897578125,NaN,NaN,NaN,NaN,NaN
8558.9495901,80.77925,NaN,NaN,NaN,NaN,NaN
8575.8527403,NaN,119.0229140625,NaN,NaN,NaN,NaN
8592.52559098,80.9385703125,NaN,NaN,NaN,NaN,NaN
8612,NaN,NaN,32.621,32.628,29.592,30
8627.50732332,NaN,119.3649921875,NaN,NaN,NaN,NaN
8645.58643702,NaN,119.44646875,NaN,NaN,NaN,NaN
8663.6655826,NaN,119.6346953125,NaN,NaN,NaN,NaN
8681.74468914,NaN,119.7233671875,NaN,NaN,NaN,NaN
8698,NaN,NaN,33.105,33.106,29.94,30
8715.3201309,NaN,120.0157265625,NaN,NaN,NaN,NaN
8734,NaN,NaN,33.271,33.306,30.611,30
8750.074559,81.815546875,NaN,NaN,NaN,NaN,NaN
8768.15394844,81.9368984375,NaN,NaN,NaN,NaN,NaN
8786.2333633,82.04134375,NaN,NaN,NaN,NaN,NaN
8804,NaN,NaN,33.647,33.694,31.461,30
8821,NaN,NaN,33.741,33.789,31.486,30
8837.888782,82.36059375,NaN,NaN,NaN,NaN,NaN
8857,NaN,NaN,33.932,33.989,31.157,30
8872.86669008,NaN,121.199234375,NaN,NaN,NaN,NaN
8890.94579436,NaN,121.3030078125,NaN,NaN,NaN,NaN
8909.02491388,NaN,121.45428125,NaN,NaN,NaN,NaN
8925.70303216,82.90359375,NaN,NaN,NaN,NaN,NaN
8943.78243082,83.0135625,NaN,NaN,NaN,NaN,NaN
8960.67953662,NaN,121.8438203125,NaN,NaN,NaN,NaN
8979.94126504,83.2684453125,NaN,NaN,NaN,NaN,NaN
8996.8377424,NaN,122.054796875,NaN,NaN,NaN,NaN
9014.91687612,NaN,122.2346015625,NaN,NaN,NaN,NaN
9032.99599462,NaN,122.3504921875,NaN,NaN,NaN,NaN
9049.6760787,83.7482578125,NaN,NaN,NaN,NaN,NaN
9067,NaN,NaN,35.116,35.156,30.01,30
9084.6506214,NaN,122.7631953125,NaN,NaN,NaN,NaN
9103,NaN,NaN,35.323,35.356,30.069,30
9119.41095016,84.2688359375,NaN,NaN,NaN,NaN,NaN
9137.49037694,84.4177265625,NaN,NaN,NaN,NaN,NaN
9155.56977566,84.553359375,NaN,NaN,NaN,NaN,NaN
9172.46342642,NaN,123.53459375,NaN,NaN,NaN,NaN
9189.1458174,84.82153125,NaN,NaN,NaN,NaN,NaN
9207.22525046,84.9614453125,NaN,NaN,NaN,NaN,NaN
9225.30467126,85.1121171875,NaN,NaN,NaN,NaN,NaN
9243.38407642,85.2571953125,NaN,NaN,NaN,NaN,NaN
9261,NaN,NaN,36.227,36.233,30.204,30
9279.54293404,85.569109375,NaN,NaN,NaN,NaN,NaN
9296.43451458,NaN,124.7076953125,NaN,NaN,NaN,NaN
9313.1190549,85.8483828125,NaN,NaN,NaN,NaN,NaN
9331.19847992,85.9993203125,NaN,NaN,NaN,NaN,NaN
9348.0890856,NaN,125.196671875,NaN,NaN,NaN,NaN
9366.16821816,NaN,125.3179296875,NaN,NaN,NaN,NaN
9383,NaN,NaN,36.902,36.911,29.776,30
9402.326462,NaN,125.67571875,NaN,NaN,NaN,NaN
9419,NaN,NaN,37.122,37.111,29.64,30
9435.9019669,NaN,125.96290625,NaN,NaN,NaN,NaN
9453.98108826,NaN,126.1703671875,NaN,NaN,NaN,NaN
9470.66806908,87.313921875,NaN,NaN,NaN,NaN,NaN
9488.7475009,87.475796875,NaN,NaN,NaN,NaN,NaN
9506,NaN,NaN,37.587,37.589,29.671,30
9524.90632298,87.8173046875,NaN,NaN,NaN,NaN,NaN
9541.79402388,NaN,127.061078125,NaN,NaN,NaN,NaN
9559.87311446,NaN,127.2227421875,NaN,NaN,NaN,NaN
9577,NaN,NaN,37.949,37.989,30.326,30
9594.64119656,88.5356875,NaN,NaN,NaN,NaN,NaN
9612.72063254,88.702375,NaN,NaN,NaN,NaN,NaN
9629.60669678,NaN,127.965140625,NaN,NaN,NaN,NaN
9647.6858165,NaN,128.13859375,NaN,NaN,NaN,NaN
9664.37611062,89.2830390625,NaN,NaN,NaN,NaN,NaN
9682.455547,89.466703125,NaN,NaN,NaN,NaN,NaN
9699.34040858,NaN,128.756640625,NaN,NaN,NaN,NaN
9717.4194658,NaN,128.9032109375,NaN,NaN,NaN,NaN
9735,NaN,NaN,38.858,38.867,30.597,30
9752.1904209,90.2200390625,NaN,NaN,NaN,NaN,NaN
9771,NaN,NaN,39.045,39.067,30.74,30
9788.34922766,90.6294765625,NaN,NaN,NaN,NaN,NaN
9806,NaN,NaN,39.237,39.267,30.646,30
9823.31140076,NaN,130.2364609375,NaN,NaN,NaN,NaN
9841.39056422,NaN,130.331453125,NaN,NaN,NaN,NaN
9858.08410372,91.4242421875,NaN,NaN,NaN,NaN,NaN
9876.1635228,91.6298203125,NaN,NaN,NaN,NaN,NaN
9893.0450751,NaN,130.9667578125,NaN,NaN,NaN,NaN
9911.1241458,NaN,131.122296875,NaN,NaN,NaN,NaN
9929,NaN,NaN,39.923,39.944,29.96,30
9945.89839826,92.40790625,NaN,NaN,NaN,NaN,NaN
9963.97780376,92.62784375,NaN,NaN,NaN,NaN,NaN
9980.8577931,NaN,131.854703125,NaN,NaN,NaN,NaN
9998.93685698,NaN,132.011125,NaN,NaN,NaN,NaN
10015.6333126,93.256421875,NaN,NaN,NaN,NaN,NaN
10033.71269754,93.4633125,NaN,NaN,NaN,NaN,NaN
10051.79212082,93.672125,NaN,NaN,NaN,NaN,NaN
10068.67047566,NaN,132.8809375,NaN,NaN,NaN,NaN
10087.9509517,94.0931796875,NaN,NaN,NaN,NaN,NaN
10104.82867466,NaN,133.33725,NaN,NaN,NaN,NaN
10122.90779592,NaN,133.5800625,NaN,NaN,NaN,NaN
10139,NaN,NaN,41.068,41.111,30.247,30
10157.68589626,94.9110078125,NaN,NaN,NaN,NaN,NaN
10174.56237178,NaN,134.27071875,NaN,NaN,NaN,NaN
10191.2619366,95.3270859375,NaN,NaN,NaN,NaN,NaN
10210,NaN,NaN,41.463,41.506,30.211,30
10227.42078574,95.7389375,NaN,NaN,NaN,NaN,NaN
10245.5001867,95.9459609375,NaN,NaN,NaN,NaN,NaN
10261,NaN,NaN,41.752,41.789,30.411,30
10280.4542317,NaN,135.70315625,NaN,NaN,NaN,NaN
10297.15566188,96.5413125,NaN,NaN,NaN,NaN,NaN
10315.2350902,96.7554453125,NaN,NaN,NaN,NaN,NaN
10333.31452628,96.940734375,NaN,NaN,NaN,NaN,NaN
10351.39393884,97.154890625,NaN,NaN,NaN,NaN,NaN
10368.26693348,NaN,136.979875,NaN,NaN,NaN,NaN
10385,NaN,NaN,42.438,42.478,30.313,30
10404.42512726,NaN,137.4765,NaN,NaN,NaN,NaN
10421.12883218,97.89434375,NaN,NaN,NaN,NaN,NaN
10438.00062836,NaN,137.827125,NaN,NaN,NaN,NaN
10456.07969832,NaN,138.098671875,NaN,NaN,NaN,NaN
10474.1588,NaN,138.348875,NaN,NaN,NaN,NaN
10490.863719,98.6528203125,NaN,NaN,NaN,NaN,NaN
10507.73429424,NaN,138.898578125,NaN,NaN,NaN,NaN
10527.02257054,99.0256171875,NaN,NaN,NaN,NaN,NaN
10543.89250226,NaN,139.357875,NaN,NaN,NaN,NaN
10561.9715785,NaN,139.639609375,NaN,NaN,NaN,NaN
10580.05068306,NaN,139.93596875,NaN,NaN,NaN,NaN
10598.12977794,NaN,140.1666875,NaN,NaN,NaN,NaN
10614.83677374,99.8945,NaN,NaN,NaN,NaN,NaN
10631.70524434,NaN,140.580734375,NaN,NaN,NaN,NaN
10650,NaN,NaN,43.863,43.956,30.213,30
10667.86345804,NaN,141.2141875,NaN,NaN,NaN,NaN
10684.57171146,100.5820625,NaN,NaN,NaN,NaN,NaN
10702.65112906,100.7513359375,NaN,NaN,NaN,NaN,NaN
10720.7305316,100.9069375,NaN,NaN,NaN,NaN,NaN
10737,NaN,NaN,44.334,44.433,30.545,30
10754.30659156,101.2016328125,NaN,NaN,NaN,NaN,NaN
10773,NaN,NaN,44.537,44.633,30.534,30
10790.46541886,101.5187734375,NaN,NaN,NaN,NaN,NaN
10808.54484436,101.663359375,NaN,NaN,NaN,NaN,NaN
10826.62420606,101.8196640625,NaN,NaN,NaN,NaN,NaN
10844.70362852,101.9744453125,NaN,NaN,NaN,NaN,NaN
10860.20028834,102.0951875,NaN,NaN,NaN,NaN,NaN
10878.27970148,102.272703125,NaN,NaN,NaN,NaN,NaN
10896.35906752,102.4027109375,NaN,NaN,NaN,NaN,NaN
10913.2238118,NaN,145.01990625,NaN,NaN,NaN,NaN
10931.30305074,NaN,145.237125,NaN,NaN,NaN,NaN
10949.38228798,NaN,145.595953125,NaN,NaN,NaN,NaN
10967,NaN,NaN,45.598,45.711,29.984,30
10982.95790032,NaN,146.0445,NaN,NaN,NaN,NaN
11001.03713338,NaN,146.3176875,NaN,NaN,NaN,NaN
11019.11636054,NaN,146.758015625,NaN,NaN,NaN,NaN
11035.82885022,103.4950859375,NaN,NaN,NaN,NaN,NaN
11053.90826738,103.6434765625,NaN,NaN,NaN,NaN,NaN
11071.98765084,103.7929765625,NaN,NaN,NaN,NaN,NaN
11089,NaN,NaN,46.298,46.389,30.122,30
11106,NaN,NaN,46.385,46.483,30.068,30
11123.64314192,104.1900859375,NaN,NaN,NaN,NaN,NaN
11141.72254534,104.347953125,NaN,NaN,NaN,NaN,NaN
11158.58483714,NaN,148.69246875,NaN,NaN,NaN,NaN
11176.66406004,NaN,149.004953125,NaN,NaN,NaN,NaN
11194.7433379,NaN,149.368828125,NaN,NaN,NaN,NaN
11211.45736456,104.8543671875,NaN,NaN,NaN,NaN,NaN
11228.31910826,NaN,149.830796875,NaN,NaN,NaN,NaN
11246.39833916,NaN,150.02871875,NaN,NaN,NaN,NaN
11264.47760456,NaN,150.3521875,NaN,NaN,NaN,NaN
11282.55686972,NaN,150.6340625,NaN,NaN,NaN,NaN
11299.27160292,105.546765625,NaN,NaN,NaN,NaN,NaN
11318.7153763,NaN,151.3289375,NaN,NaN,NaN,NaN
11335.4303387,105.82403125,NaN,NaN,NaN,NaN,NaN
11353.50980426,105.96203125,NaN,NaN,NaN,NaN,NaN
11370.3703499,NaN,152.134890625,NaN,NaN,NaN,NaN
11389.66863972,106.2637734375,NaN,NaN,NaN,NaN,NaN
11406,NaN,NaN,48.026,48.15,29.951,30
11423.24463278,106.54446875,NaN,NaN,NaN,NaN,NaN
11442,NaN,NaN,48.227,48.35,29.951,30
11458.18379558,NaN,153.784921875,NaN,NaN,NaN,NaN
11476.26305474,NaN,154.055375,NaN,NaN,NaN,NaN
11493,NaN,NaN,48.509,48.633,29.889,30
11511.0588613,107.2287421875,NaN,NaN,NaN,NaN,NaN
11529,NaN,NaN,48.726,48.833,29.954,30
11545.99738754,NaN,154.77425,NaN,NaN,NaN,NaN
11564.07664086,NaN,155.248828125,NaN,NaN,NaN,NaN
11580.79361558,107.893234375,NaN,NaN,NaN,NaN,NaN
11598.87302318,108.061671875,NaN,NaN,NaN,NaN,NaN
11615.73167888,NaN,156.13546875,NaN,NaN,NaN,NaN
11633.81095316,NaN,156.456328125,NaN,NaN,NaN,NaN
11650.52847484,108.5467421875,NaN,NaN,NaN,NaN,NaN
11668.60788208,108.7095546875,NaN,NaN,NaN,NaN,NaN
11686.6872831,108.8786953125,NaN,NaN,NaN,NaN,NaN
11704.76663112,109.0445625,NaN,NaN,NaN,NaN,NaN
11722,NaN,NaN,49.858,49.906,30.014,30
11739.70374034,NaN,158.232765625,NaN,NaN,NaN,NaN
11757.78300726,NaN,158.38090625,NaN,NaN,NaN,NaN
11774.50143306,109.7578671875,NaN,NaN,NaN,NaN,NaN
11792.58080546,109.9201015625,NaN,NaN,NaN,NaN,NaN
11810.66019968,110.065578125,NaN,NaN,NaN,NaN,NaN
11827.51736316,NaN,159.266265625,NaN,NaN,NaN,NaN
11844.23622502,110.34815625,NaN,NaN,NaN,NaN,NaN
11862.31567524,110.4682734375,NaN,NaN,NaN,NaN,NaN
11880,NaN,NaN,49.79,50,31.007,30
11897.2517287,NaN,160.338046875,NaN,NaN,NaN,NaN
11915.3310094,NaN,160.4180625,NaN,NaN,NaN,NaN
11933.4102557,NaN,160.54140625,NaN,NaN,NaN,NaN
11951.4895426,NaN,160.82415625,NaN,NaN,NaN,NaN
11968.209328,111.0536484375,NaN,NaN,NaN,NaN,NaN
11986.28876898,111.1425390625,NaN,NaN,NaN,NaN,NaN
12003.1445103,NaN,160.888140625,NaN,NaN,NaN,NaN
12021.22378038,NaN,161.000359375,NaN,NaN,NaN,NaN
12039,NaN,NaN,49.592,50,30.606,30
12056.02360074,111.427640625,NaN,NaN,NaN,NaN,NaN
12074.1029944,111.5047890625,NaN,NaN,NaN,NaN,NaN
12090.9580106,NaN,161.112484375,NaN,NaN,NaN,NaN
12109.03730336,NaN,161.2244375,NaN,NaN,NaN,NaN
12127.11656862,NaN,161.19178125,NaN,NaN,NaN,NaN
12145.19581888,NaN,161.339390625,NaN,NaN,NaN,NaN
12162,NaN,NaN,49.883,50,30.203,30
12181.3542782,NaN,161.453296875,NaN,NaN,NaN,NaN
12198.07589326,112.0048828125,NaN,NaN,NaN,NaN,NaN
12216.1552806,112.08328125,NaN,NaN,NaN,NaN,NaN
12233.0093148,NaN,161.73996875,NaN,NaN,NaN,NaN
12252,NaN,NaN,50.034,50,30.123,30
12269.16780586,NaN,162.42859375,NaN,NaN,NaN,NaN
12287.24707408,NaN,162.34090625,NaN,NaN,NaN,NaN
12303.96953904,112.378625,NaN,NaN,NaN,NaN,NaN
12322.04898152,112.4310078125,NaN,NaN,NaN,NaN,NaN
12339,NaN,NaN,50.1,50,30.111,30
12355.6250284,112.523234375,NaN,NaN,NaN,NaN,NaN
12375,NaN,NaN,50.123,50,30.085,30
12391.783853,112.6052890625,NaN,NaN,NaN,NaN,NaN
12409.86322482,112.63903125,NaN,NaN,NaN,NaN,NaN
12426,NaN,NaN,50.094,50,30.232,30
12444.79473306,NaN,162.126671875,NaN,NaN,NaN,NaN
12461.51866196,112.71584375,NaN,NaN,NaN,NaN,NaN
12479.59807176,112.7454453125,NaN,NaN,NaN,NaN,NaN
12497.67747056,112.7751953125,NaN,NaN,NaN,NaN,NaN
12515.7568928,112.7933125,NaN,NaN,NaN,NaN,NaN
12532.6081373,NaN,162.022984375,NaN,NaN,NaN,NaN
12549.3329092,112.805984375,NaN,NaN,NaN,NaN,NaN
12568.76663328,NaN,161.8836875,NaN,NaN,NaN,NaN
12585.49174698,112.83153125,NaN,NaN,NaN,NaN,NaN
12602.34236456,NaN,161.56365625,NaN,NaN,NaN,NaN
12620.42158836,NaN,161.7070625,NaN,NaN,NaN,NaN
12638.5008292,NaN,161.5353125,NaN,NaN,NaN,NaN
12655.2266484,112.8663046875,NaN,NaN,NaN,NaN,NaN
12672.07655166,NaN,161.201578125,NaN,NaN,NaN,NaN
12691.38545998,112.8617890625,NaN,NaN,NaN,NaN,NaN
12708.23499146,NaN,161.15578125,NaN,NaN,NaN,NaN
12724.96142844,112.87065625,NaN,NaN,NaN,NaN,NaN
12743.04084352,112.8699296875,NaN,NaN,NaN,NaN,NaN
12761.1202513,112.86675,NaN,NaN,NaN,NaN,NaN
12778,NaN,NaN,50.03,50,30.195,30
12796.04836772,NaN,160.965484375,NaN,NaN,NaN,NaN
12814.12761546,NaN,160.933140625,NaN,NaN,NaN,NaN
12832.20682774,NaN,161.096421875,NaN,NaN,NaN,NaN
12848.9344526,112.854203125,NaN,NaN,NaN,NaN,NaN
12867.0138477,112.8388671875,NaN,NaN,NaN,NaN,NaN
12885,NaN,NaN,50.01,50,30.09,30
12901,NaN,NaN,50.007,50,30.148,30
12918.66928762,112.8256875,NaN,NaN,NaN,NaN,NaN
12937,NaN,NaN,49.987,50,30.232,30
12953.5958871,NaN,160.82596875,NaN,NaN,NaN,NaN
12971.67510544,NaN,160.74678125,NaN,NaN,NaN,NaN
12989.75432682,NaN,160.691328125,NaN,NaN,NaN,NaN
13007.8335847,NaN,160.55603125,NaN,NaN,NaN,NaN
13024,NaN,NaN,50.005,50,30.084,30
13041.40927426,NaN,160.462578125,NaN,NaN,NaN,NaN
13060,NaN,NaN,50.036,50,30.041,30
13076.21832498,112.7731015625,NaN,NaN,NaN,NaN,NaN
13094.29773538,112.763015625,NaN,NaN,NaN,NaN,NaN
13112.3770916,112.754328125,NaN,NaN,NaN,NaN,NaN
13130.45647846,112.7470078125,NaN,NaN,NaN,NaN,NaN
13147,NaN,NaN,50.027,50,30.152,30
13164.03254658,112.736359375,NaN,NaN,NaN,NaN,NaN
13183,NaN,NaN,50.03,50,30.15,30
13198.95671376,NaN,159.9258125,NaN,NaN,NaN,NaN
13217.03590652,NaN,159.868390625,NaN,NaN,NaN,NaN
13235.11510786,NaN,159.7686875,NaN,NaN,NaN,NaN
13253.1943048,NaN,159.734640625,NaN,NaN,NaN,NaN
13269.92617972,112.6965390625,NaN,NaN,NaN,NaN,NaN
13288.00560832,112.682359375,NaN,NaN,NaN,NaN,NaN
13306.08497526,112.683234375,NaN,NaN,NaN,NaN,NaN
13322.92837776,NaN,159.2583125,NaN,NaN,NaN,NaN
13341,NaN,NaN,50.02,50,30.26,30
13359.08677332,NaN,159.495265625,NaN,NaN,NaN,NaN
13375.81981654,112.6612734375,NaN,NaN,NaN,NaN,NaN
13392.66247278,NaN,159.348484375,NaN,NaN,NaN,NaN
13410.74170906,NaN,159.334203125,NaN,NaN,NaN,NaN
13428.82090306,NaN,159.220625,NaN,NaN,NaN,NaN
13445.5546737,112.6212265625,NaN,NaN,NaN,NaN,NaN
13463,NaN,NaN,50.002,50,30.153,30
13481.71351444,112.5838203125,NaN,NaN,NaN,NaN,NaN
13498.55502822,NaN,158.976796875,NaN,NaN,NaN,NaN
13515.2895827,112.5696953125,NaN,NaN,NaN,NaN,NaN
13533.36902172,112.562234375,NaN,NaN,NaN,NaN,NaN
13551.44838418,112.5570703125,NaN,NaN,NaN,NaN,NaN
13569.52778064,112.5488125,NaN,NaN,NaN,NaN,NaN
13586.36835202,NaN,158.75590625,NaN,NaN,NaN,NaN
13605.68668018,112.5323828125,NaN,NaN,NaN,NaN,NaN
13622,NaN,NaN,50.025,50,30.11,30
13639.26275452,112.512765625,NaN,NaN,NaN,NaN,NaN
13657,NaN,NaN,50.019,50,30.097,30
13675,NaN,NaN,50.021,50,30.08,30
13692.26082796,NaN,158.4589375,NaN,NaN,NaN,NaN
13708.99758074,112.4858828125,NaN,NaN,NaN,NaN,NaN
13728.41924274,NaN,158.283296875,NaN,NaN,NaN,NaN
13745,NaN,NaN,49.994,50,30.134,30
13761.9949621,NaN,158.250921875,NaN,NaN,NaN,NaN
13780,NaN,NaN,49.999,50,30.105,30
13796.8118576,112.4421015625,NaN,NaN,NaN,NaN,NaN
13814.89127958,112.43803125,NaN,NaN,NaN,NaN,NaN
13831.72911764,NaN,158.055765625,NaN,NaN,NaN,NaN
13851.05010498,112.4245703125,NaN,NaN,NaN,NaN,NaN
13867,NaN,NaN,49.989,50,30.122,30
13884.62610184,112.3885078125,NaN,NaN,NaN,NaN,NaN
13902,NaN,NaN,49.992,50,30.088,30
13919.54249718,NaN,157.789109375,NaN,NaN,NaN,NaN
13937.6217152,NaN,157.698625,NaN,NaN,NaN,NaN
13954.36091576,112.3661484375,NaN,NaN,NaN,NaN,NaN
13973.78012736,NaN,157.711890625,NaN,NaN,NaN,NaN
13989.27661096,NaN,157.67465625,NaN,NaN,NaN,NaN
14007.3557982,NaN,157.610109375,NaN,NaN,NaN,NaN
14025,NaN,NaN,49.994,50,30.016,30
14043.51421414,NaN,157.498359375,NaN,NaN,NaN,NaN
14061.59341488,NaN,157.444640625,NaN,NaN,NaN,NaN
14078.33396376,112.300640625,NaN,NaN,NaN,NaN,NaN
14096.4133641,112.292359375,NaN,NaN,NaN,NaN,NaN
14113.24831612,NaN,157.2693125,NaN,NaN,NaN,NaN
14131.3275432,NaN,157.10715625,NaN,NaN,NaN,NaN
14149,NaN,NaN,50.004,50,29.906,30
14166.14825862,112.257828125,NaN,NaN,NaN,NaN,NaN
14184.2276587,112.2514140625,NaN,NaN,NaN,NaN,NaN
14201.06167054,NaN,156.821125,NaN,NaN,NaN,NaN
14219.14086828,NaN,156.734796875,NaN,NaN,NaN,NaN
14236,NaN,NaN,50.012,50,29.823,30
14253.96252904,112.21934375,NaN,NaN,NaN,NaN,NaN
14272,NaN,NaN,50.023,50,29.885,30
14288.875023,NaN,156.787109375,NaN,NaN,NaN,NaN
14306.95426664,NaN,156.709640625,NaN,NaN,NaN,NaN
14323.69741488,112.2163203125,NaN,NaN,NaN,NaN,NaN
14341.77676744,112.19859375,NaN,NaN,NaN,NaN,NaN
14359,NaN,NaN,50.016,50,30.111,30
14376.6883625,NaN,156.396453125,NaN,NaN,NaN,NaN
14394,NaN,NaN,50.016,50,30.104,30
14411.5116459,112.2008125,NaN,NaN,NaN,NaN,NaN
14429.5910612,112.1946484375,NaN,NaN,NaN,NaN,NaN
14446.42246248,NaN,156.381359375,NaN,NaN,NaN,NaN
14463.16712854,112.174921875,NaN,NaN,NaN,NaN,NaN
14481.24656474,112.1746953125,NaN,NaN,NaN,NaN,NaN
14499.3260027,112.1729921875,NaN,NaN,NaN,NaN,NaN
14517,NaN,NaN,50.018,50,30.1025,30
14535.48484056,112.1696171875,NaN,NaN,NaN,NaN,NaN
14552.31500478,NaN,156.199890625,NaN,NaN,NaN,NaN
14570.39417352,NaN,156.159078125,NaN,NaN,NaN,NaN
14587.1402734,112.1545859375,NaN,NaN,NaN,NaN,NaN
14605.21971966,112.1597890625,NaN,NaN,NaN,NaN,NaN
14623.2991807,112.14971875,NaN,NaN,NaN,NaN,NaN
14639,NaN,NaN,50.025,50,30.228,30
14658.20738948,NaN,156.01746875,NaN,NaN,NaN,NaN
14675,NaN,NaN,50.024,50,30.111,30
14693.0341122,112.1314453125,NaN,NaN,NaN,NaN,NaN
14709.86221478,NaN,155.9474375,NaN,NaN,NaN,NaN
14727.94142712,NaN,155.849453125,NaN,NaN,NaN,NaN
14746.02066526,NaN,155.858125,NaN,NaN,NaN,NaN
14762,NaN,NaN,50.014,50,30.086,30
14780.8484595,112.1042421875,NaN,NaN,NaN,NaN,NaN
14798,NaN,NaN,50.013,50,30.12,30
14815.75482034,NaN,155.6575,NaN,NaN,NaN,NaN
14832.503929,112.090078125,NaN,NaN,NaN,NaN,NaN
14850.58334188,112.089078125,NaN,NaN,NaN,NaN,NaN
14868.66279096,112.084625,NaN,NaN,NaN,NaN,NaN
14885,NaN,NaN,50.014,50,30.04,30
14903.56811634,NaN,155.52646875,NaN,NaN,NaN,NaN
14920.3182772,112.0736484375,NaN,NaN,NaN,NaN,NaN
14938.39772764,112.0618046875,NaN,NaN,NaN,NaN,NaN
14955.22297174,NaN,155.4599375,NaN,NaN,NaN,NaN
14973.3021076,NaN,155.4008125,NaN,NaN,NaN,NaN
14991.38130028,NaN,155.3344375,NaN,NaN,NaN,NaN
15007,NaN,NaN,49.999,50,30.068,30
15026.21191594,112.03315625,NaN,NaN,NaN,NaN,NaN
15043.03615802,NaN,155.26365625,NaN,NaN,NaN,NaN
15061.11536266,NaN,155.16246875,NaN,NaN,NaN,NaN
15079,NaN,NaN,50.001,50,30.064,30
15097.273781,NaN,154.94271875,NaN,NaN,NaN,NaN
15115,NaN,NaN,50.025,50,30.057,30
15130.84949806,NaN,154.82171875,NaN,NaN,NaN,NaN
15150.18509108,112.0138359375,NaN,NaN,NaN,NaN,NaN
15167.00786894,NaN,154.79253125,NaN,NaN,NaN,NaN
15183.76115376,112.0002578125,NaN,NaN,NaN,NaN,NaN
15201.84052914,112.003203125,NaN,NaN,NaN,NaN,NaN
15219.91997778,111.9898125,NaN,NaN,NaN,NaN,NaN
15237,NaN,NaN,50.017,50,29.978,30
15253.49603,111.9626953125,NaN,NaN,NaN,NaN,NaN
15272.90013128,NaN,154.60184375,NaN,NaN,NaN,NaN
15289.65489538,111.972921875,NaN,NaN,NaN,NaN,NaN
15306.47577398,NaN,154.537171875,NaN,NaN,NaN,NaN
15324,NaN,NaN,50.031,50,29.896,30
15342.6341307,NaN,154.469203125,NaN,NaN,NaN,NaN
15360,NaN,NaN,50.0395,50,29.8955,30
15377.46922456,111.9640078125,NaN,NaN,NaN,NaN,NaN
15396,NaN,NaN,50.013,50,29.931,30
15413.62804676,111.947703125,NaN,NaN,NaN,NaN,NaN
15430.447286,NaN,154.254234375,NaN,NaN,NaN,NaN
15447.20418564,111.9407109375,NaN,NaN,NaN,NaN,NaN
15466.60566508,NaN,154.170515625,NaN,NaN,NaN,NaN
15483,NaN,NaN,50.059,50,29.928,30
15500.18124052,NaN,154.180390625,NaN,NaN,NaN,NaN
15519,NaN,NaN,50.086,50,29.921,30
