Time_s,Voltage_mV
55366.89907182,78.07471603155
55441.79954152,78.94587516785
55516.70006634,79.33461666107
55542.52782674,79.48808372021
55630.34216232,79.47024703026
55694.91153176,79.80413734913
55756.8981646,80.15163242817
55808.55362704,78.90623062849
55870.54027772,77.98647135496
55935.10973394,77.9877230525
56035.83790862,78.11779528856
56097.8245349,79.07123118639
56162.39394396,80.29145747423
56188.22171018,80.52811026573
56301.86389242,80.84198087454
56350.93665332,81.17242157459
56415.50602578,82.47574418783
56464.57871968,82.30866491795
56542.06191098,81.91256970167
56591.13461912,81.43999427557
56691.86287978,81.86016976833
56756.43228608,81.94137364626
56782.26003774,82.38650113344
56882.98827798,82.92595297098
56895.90213836,82.95623213053
57009.54426776,82.81575143337
57071.53079068,83.33479613066
57084.44463148,82.83174782991
57198.0866076,83.5313424468
57236.82821008,84.27184075117
57311.72866194,84.63343977928
57399.54309728,84.68803018332
57464.11248924,85.22658795118
57502.85410154,85.90191602707
57590.66859376,85.6129899621
57652.65522716,85.95206588507
57717.22471486,86.35713160038
57730.1386032,85.94181388617
57830.86690738,85.59169620275
57918.68134516,86.70943975449
57931.5952346,86.65532618761
58006.49579404,87.07978576422
58083.97903816,87.28762716055
58171.79344128,88.16512674093
58236.36291704,88.3060619235
58285.43576764,88.01019191742
58362.91921948,88.04050087929
58386.16425072,88.2478877902
58463.64763706,88.71212601662
58538.54829596,88.73057365417
58626.36266872,88.42965960503
58690.9320715,88.60996365547
58729.67371892,88.45144510269
58778.74649682,88.24702352285
58830.40210536,87.38552033901
58918.21655792,86.07000857592
58956.95814236,84.55100655556
59031.85862188,81.77429437637
59083.5141681,80.3365111351
59158.41477034,79.33634519577
59222.98417556,76.18290185928
59284.97078522,74.61657375097
59362.45414226,72.69691675901
59411.52693144,71.93821668625
59512.25528922,70.55153697729
59550.99697554,68.66985559464
59612.983573,65.87161123753
59664.6391387,63.3512288332
59739.5397766,61.72251328826
59804.10923112,57.68753215671
59879.00981512,57.33126029372
59979.73815016,57.15038254857
59992.65203868,57.43720754981
60080.46653784,54.32659760118
60145.03606748,53.11135575175
60181.1949618,52.61486396194
60245.7644577,50.82212761045
60359.40661802,44.87363621593
60385.23438796,45.36459222436
60447.22107162,43.97492483258
60511.79052692,43.49557682872
60625.43271974,38.41806575656
60687.41936724,42.00041666627
60749.40602118,64.91480767727
60788.14767784,77.09916681051
60875.96220658,77.91444659233
60953.44560914,79.95365560055
61015.43236286,79.73980903625
61080.00188292,81.44798129797
61116.16077984,82.49346911907
61193.64412458,82.44726806879
61268.54473366,84.60135757923
61330.53141932,86.0111862421
61356.3591563,91.23683720827
61470.00137798,100.894600153
61534.57080696,102.9708236456
61596.55745414,104.1302010417
61661.12684898,106.6388338804
61723.1133857,107.0841923356
61774.76816044,108.2656607032
61836.75385386,110.1468726993
61911.65327428,112.4098971486
61976.22175766,115.9411817789
62038.2074486,116.9213801622
62064.03482332,116.2800714374
62177.67517474,121.4749962091
62242.24362006,124.2162883282
62304.22938142,124.385625124
62368.79781792,125.2105683088
62404.9561022,127.4783313274
62482.43825416,128.862336278
62557.3375743,130.2424073219
62632.23687792,131.0885995626
62696.80531004,131.758838892
62709.71898346,131.5843909979
62823.35940364,131.7397207022
62872.43153272,132.2466284037
62924.08633288,132.5562447309
62986.07204978,133.3483755589
63076.46800574,133.0428123474
63138.45378958,133.6455047131
63151.3674934,134.1666281223
63277.92190298,135.0878626108
63329.57666062,136.3422721624
63404.47605618,139.7204399109
63466.46178922,143.6067223549
63531.03032196,151.2503772974
63593.01600982,166.1647856236
63657.58448994,168.0689752102
63696.32550198,168.1932359934
63771.22500206,168.3029532433
63797.05244818,168.10131073
63923.60667132,168.4980094433
63985.59232608,168.6789989471
64037.24707186,168.9834296703
