Time_s,Voltage_mV,CmdDisp_um,CmdStrain_pct
49.00046702,105.0358638167,-7.49158523282137,-0.0249719507760712
49.08308158,104.1626855731,-7.6520249966708,-0.0255067499889027
49.16572782,101.0600700974,-7.81252628395773,-0.0260417542798591
49.24834656,99.53347593546,-7.97297416548295,-0.0265765805516098
49.33099866,98.15166145563,-8.13348683305219,-0.0271116227768406
49.41363084,96.43866121769,-8.29396081542968,-0.0276465360514323
49.49628304,95.70629894733,-8.4544736772017,-0.0281815789240057
49.57892108,94.8980897665,-8.6149590398615,-0.0287165301328717
49.66154796,93.50027889013,-8.77542272949218,-0.0292514090983073
49.74417006,91.56595170498,-8.93587713623046,-0.0297862571207682
49.82679712,87.81754225492,-9.09634117542613,-0.0303211372514204
49.90942806,84.75245535374,-9.25681274968927,-0.0308560424989642
49.99205364,81.83275163174,-9.41727391468394,-0.0313909130489465
50.07469676,80.12613654137,-9.57776914284446,-0.0319258971428149
50.15731602,78.42107862234,-9.73821803422408,-0.0324607267807469
50.23994022,74.91096109152,-9.89867651922052,-0.0329955883974017
50.32256868,73.09710234404,-10.059143277255,-0.0335304775908499
50.40521324,71.60092890263,-10.2196413019354,-0.0340654710064512
50.48784656,69.90590691566,-10.3801174982244,-0.0346003916607481
50.57046914,66.87203794718,-10.540572837136,-0.0351352427904533
50.65311878,64.8443326354,-10.7010807273171,-0.035670269091057
50.73575392,61.58164143562,-10.8615604580966,-0.0362052015269886
50.81837654,59.88420546055,-11.0220158746893,-0.0367400529156309
50.9010075,57.21372365952,-11.182487487793,-0.0372749582926432
50.98363862,53.35178971291,-11.3429594116211,-0.0378098647054036
51.06627536,48.80227893591,-11.5034422496449,-0.0383448074988163
51.14890102,45.3909188509,-11.6639035700018,-0.0388796785666725
51.23152826,43.68922486901,-11.8243679587624,-0.0394145598625414
51.31414836,40.21095484495,-11.9848184814453,-0.039949394938151
51.39676988,37.53761574626,-12.1452717618075,-0.0404842392060251
51.47941686,34.03921425343,-12.305774486195,-0.0410192482873165
51.56205432,32.96646848321,-12.4662587224787,-0.0415541957415956
51.64468792,29.34968844056,-12.6267354625355,-0.0420891182084517
51.72733324,24.95875395834,-12.787234963157,-0.0426241165438565
51.80995714,23.31092953682,-12.9476928655451,-0.0431589762184836
51.89260458,22.25696109235,-13.1081964832653,-0.0436939882775509
51.97523544,17.67728850245,-13.2686679021662,-0.0442288930072206
52.0578601,13.73796071857,-13.4291272804954,-0.0447637576016512
52.14049038,11.32554654032,-13.5895975730202,-0.0452986585767341
52.22312472,7.061964832246,-13.7500757501776,-0.0458335858339252
52.30574494,4.365470260382,-13.9105265059037,-0.0463684216863458
52.38835922,3.643124131486,-14.0709657259854,-0.0469032190866181
52.47099898,2.474801149219,-14.2314544289329,-0.0474381814297762
52.5536384,0.200105656404,-14.3919424715909,-0.0479731415719696
52.63625452,-1.665403135121,-14.5523852650035,-0.0485079508833452
52.718884,-2.869355725124,-14.7128540039062,-0.0490428466796875
52.8015281,-4.874218255281,-14.8733511352539,-0.049577837117513
52.88414672,-7.160518784076,-15.0337987837358,-0.0501126626124526
52.9667715,-8.929425850511,-15.1942583951083,-0.0506475279836943
53.04939152,-11.05381920934,-15.354708762429,-0.0511823625414299
53.13201974,-17.16373674572,-15.5151750543768,-0.0517172501812559
53.21467566,-17.6976043731,-15.6756951404918,-0.0522523171349727
53.29729646,-20.48401720822,-15.8361470225941,-0.0527871567419803
53.37992414,-20.55771835148,-15.9966122658469,-0.0533220408861565
53.4625708,-23.75018596649,-16.1571143687855,-0.0538570478959517
53.54518662,-29.14025820792,-16.3175565795898,-0.0543918552652995
53.62781202,-36.87575086951,-16.4780173950195,-0.0549267246500651
53.71045016,-41.32109880447,-16.6385029518821,-0.0554616765062737
53.79307,-50.78611150384,-16.7989529696378,-0.0559965098987926
53.87571928,-52.78406664729,-16.9594601606889,-0.056531533868963
53.95833386,-54.99285832047,-17.1198999633789,-0.057066333211263
54.04095284,-56.1225451529,-17.2803483109908,-0.0576011610366359
54.12357612,-57.52813443542,-17.4408050093217,-0.0581360166977391
54.20620248,-59.34989824891,-17.601267689098,-0.0586708922969934
54.28881436,-61.77704036236,-17.7617022483132,-0.059205674161044
54.37144314,-63.97420167923,-17.9221696277965,-0.0597405654259884
54.4540743,-65.15545397997,-18.0826416293058,-0.0602754720976858
54.53669406,-65.57808071375,-18.2430914916992,-0.0608103049723307
54.61930298,-65.92828780413,-18.4035203025124,-0.0613450676750414
54.7019272,-66.63684546947,-18.5639788263494,-0.0618799294211647
54.78455128,-70.74777036905,-18.7244370783026,-0.0624147902610085
54.86716556,-72.35915213823,-18.8848762983842,-0.0629495876612807
54.9498204,-75.91309398413,-19.0453942871094,-0.0634846476236979
55.0324662,-74.8532563448,-19.2058947199041,-0.0640196490663471
55.11509552,-78.42470705509,-19.3663631480824,-0.0645545438269412
55.19773344,-80.35396039486,-19.5268482776989,-0.0650894942589962
55.28035298,-81.20232075453,-19.3743105859375,-0.0645810352864583
55.36299896,-83.08430761099,-19.21289265625,-0.0640429755208334
55.44563324,-86.180947721,-19.051497578125,-0.0635049919270834
55.52825956,-85.85136383772,-18.890118046875,-0.06296706015625
55.61091286,-86.08647435904,-18.7286858203125,-0.062428952734375
55.69353496,-86.50072664022,-18.56731453125,-0.0618910484375
55.77616036,-86.32440119982,-18.405936796875,-0.06135312265625
55.85880102,-86.22033149004,-18.2445292578125,-0.0608150975260417
55.94145544,-86.50203049183,-18.08309484375,-0.0602769828125
56.02408136,-85.708104074,-17.92171609375,-0.0597390536458334
56.10670678,-83.62023532391,-17.7603383203125,-0.059201127734375
56.18932094,-82.7915892005,-17.5989825390625,-0.0586632751302083
56.27196616,-82.2821110487,-17.43756609375,-0.0581252203125
56.35460622,-81.74779266119,-17.2761597265625,-0.0575871990885417
56.43723952,-79.95736598969,-17.1147665625,-0.057049221875
56.51990016,-79.30650562048,-16.95332,-0.0565110666666667
56.60251564,-80.11923730373,-16.791961640625,-0.05597320546875
56.68512936,-78.87764275074,-16.63060671875,-0.0554353557291667
56.76775876,-78.75555753708,-16.469221171875,-0.05489740390625
56.85040226,-77.79423892498,-16.3078080859375,-0.0543593602864583
56.9330296,-77.35470682383,-16.1464265625,-0.053821421875
57.01566006,-76.94555073977,-15.9850389453125,-0.0532834631510417
57.09828566,-77.21121609211,-15.8236608203125,-0.0527455360677083
57.18091854,-74.25748556852,-15.6622684765625,-0.0522075615885417
57.26354026,-73.19378107786,-15.5008979296875,-0.051669659765625
